,0,1
193,5.100506,-85.10037
194,30.815462,25.521711
195,-43.08409,50.53735
196,-12.979244,-10.54366
197,57.137447,1.6567216
198,17.619965,-62.51003
199,-59.218533,0.9316779
200,-5.7164326,57.417007
201,-25.311224,68.58097
202,-6.4583917,32.942287
203,33.727333,24.914637
204,5.4457493,16.5235
205,35.31436,-62.627728
206,-44.680122,52.185757
207,33.962612,36.86543
208,40.529827,27.146307
209,18.705622,-64.01956
210,0.57495797,2.8899324
211,41.842136,52.772926
212,50.010834,-29.074123
213,-57.12248,-41.086483
214,-32.193535,-24.691008
215,-0.14634818,-83.512596
216,1.874381,54.244164
217,-59.53534,0.70223516
218,44.58694,30.164719
219,-12.701258,-39.5214
220,39.206306,34.46854
221,2.018217,-54.362404
222,28.808939,-55.04925
223,-0.6694477,3.8355143
224,9.524781,48.614826
225,-59.48792,0.9468901
226,-11.317691,-84.64661
227,44.472416,-46.86859
228,22.013388,15.379511
229,18.260561,-4.3124456
230,16.274263,-4.9459214
231,17.147001,-54.791412
232,-30.852474,70.66089
233,50.742603,-51.49324
234,-1.8380848,-10.2323265
235,-59.533955,1.70692
236,-68.30372,-29.770683
237,14.636765,42.536335
238,25.256014,-51.214233
239,10.575651,-8.551059
240,-50.612812,54.49471
241,11.670438,78.58163
242,54.484222,24.29098
243,-15.294456,-64.70322
244,3.011418,3.6867695
245,51.76592,-54.24995
246,13.909093,-86.28862
247,52.003613,-11.395363
248,19.10501,-30.31143
249,-18.893105,-26.22365
250,-7.352968,-38.914577
251,-75.40169,-26.155203
252,31.047073,44.89466
253,6.1077056,52.361618
254,4.1090436,73.94469
255,28.964231,-76.554955
256,-58.08539,-40.011543
257,-15.469637,-76.66325
258,-16.398197,-39.511494
259,27.306757,61.680298
260,-22.339766,65.47506
261,-41.401405,55.355263
262,37.76236,-5.0560775
263,-23.197248,79.53554
264,27.082111,-57.166534
265,-10.804819,53.691727
266,-33.67096,11.190159
267,15.631375,42.777927
268,-24.744259,72.92168
269,25.89908,-56.07937
270,-14.204505,73.17815
271,21.34251,60.56698
272,13.023995,67.528625
273,-59.328075,2.1037798
274,26.069687,20.552734
275,7.2936954,4.8965497
276,23.225296,11.03155
277,69.754265,-6.59469
278,8.647117,54.22981
279,-2.8101382,-31.532768
280,0.93874353,53.825294
281,30.830175,29.257198
282,-59.534184,1.7064848
283,-27.047838,52.630836
284,24.887636,44.358162
285,-59.534203,1.7064302
286,12.669772,43.74137
287,38.358276,0.093815215
288,-59.32809,2.103778
289,-3.388041,83.37916
290,-59.327965,2.1038687
291,-57.70083,1.1026415
292,-39.78976,49.454914
293,11.75161,48.050785
294,-57.730446,1.5206177
295,-1.3555443,28.998316
296,43.85904,-58.656204
297,54.215855,-9.485064
298,-47.83474,48.665894
299,-50.498928,-17.754827
300,-42.089966,51.26422
301,-33.000393,3.9270039
302,46.783775,-9.185385
303,3.1449792,17.995773
304,-59.111103,1.2225927
305,-33.843918,-28.048687
306,20.77648,47.302715
307,45.455875,2.8284624
308,5.2469916,-68.80612
309,-15.836482,18.317154
310,14.77407,73.26229
311,-13.821257,57.09976
312,8.090711,70.96404
313,5.942913,62.763016
314,26.485544,-63.278015
315,20.921534,38.709187
316,29.026114,24.046968
317,-4.654811,59.863903
318,26.869638,-72.74483
319,17.568132,-38.688137
320,-55.550232,46.99824
321,16.11138,-66.28211
322,-24.085659,23.27868
323,-58.70132,1.3289684
324,44.481018,28.782326
325,56.04857,-12.251365
326,18.409079,50.46999
327,-57.890327,1.4003263
328,-58.559483,1.0713735
329,11.302847,-71.87632
330,-15.860719,-28.750065
331,44.821136,-58.430344
332,-6.562958,-27.230206
333,4.459975,73.23558
334,33.977413,37.30666
335,-23.6089,21.928766
336,12.376364,-92.002426
337,20.567532,53.467224
338,28.561914,-51.63092
339,40.835518,38.54934
340,-31.046604,74.69051
341,13.058585,38.818764
342,21.254324,-31.82661
343,-32.697083,-25.335274
344,-22.648474,-73.405235
345,19.095564,53.556015
346,-18.820955,58.99868
347,16.361631,53.968586
348,-1.7585989,-74.91667
349,11.187848,28.05037
350,-10.299456,64.78643
351,-11.872351,76.888145
352,31.563002,28.78793
353,44.756927,-43.949375
354,28.797838,71.62786
355,28.633467,-31.71951
356,41.242287,1.4208161
357,-48.650524,-47.304974
358,53.1767,-47.019962
359,-37.43788,-38.50202
360,29.326588,-76.98932
361,6.3625145,-68.69775
362,6.025829,76.40072
363,15.644046,-87.43514
364,23.25816,6.3614984
365,14.670432,-86.65311
366,51.09373,-51.73389
367,71.28122,-8.048993
368,42.05138,-38.40595
369,-16.709267,-73.27608
370,16.869587,-54.06922
371,-19.789717,-11.553551
372,20.88893,58.600178
373,7.1320076,42.313755
374,-58.374794,1.1461166
375,46.46654,-40.70093
376,-22.725103,79.85035
377,5.7104163,4.4832163
378,55.625923,22.582232
379,5.0859356,72.24535
380,-31.570871,75.074326
381,-3.4259975,70.13311
382,1.2236944,-78.23515
383,30.666159,-75.59096
384,39.71242,50.56113
385,9.370006,-26.032019
386,-58.127605,2.1721227
387,-49.935776,-43.47006
388,-55.4819,-42.7603
389,25.17279,44.52886
390,23.779312,45.688496
391,32.22419,56.346493
392,8.1068,-39.685165
393,-48.110844,43.963707
394,-28.776104,-18.99215
395,13.643983,-26.856892
396,0.12507762,78.94458
397,49.538612,3.4409478
398,9.837909,63.73342
399,-38.00126,55.789436
400,-4.7068987,-9.827127
401,-1.8092256,82.4075
402,-36.14599,-31.77717
403,4.448874,-70.886856
404,-3.844635,51.18699
405,28.358816,-78.70238
406,-58.702263,1.9676484
407,9.729697,28.793041
408,69.902916,-8.498171
409,1.4053102,18.04868
410,16.71834,-9.14441
411,9.941359,-91.36441
412,-51.759125,43.60815
413,-58.94046,1.5393264
414,-17.090446,69.47739
415,54.708164,27.30585
416,1.0827479,5.0552163
417,35.9799,53.170544
418,14.045995,-58.210693
419,-11.832417,54.88571
420,-7.260396,-77.22634
421,-3.5048099,-22.258434
422,-15.64737,74.995834
423,26.330978,-72.0497
424,-37.883675,48.9901
425,43.863045,-35.973125
426,1.5571537,-60.570194
427,5.4855337,28.011276
428,9.583691,-76.19102
429,-7.1034274,-68.710144
430,-58.5948,1.7399557
431,7.999362,-39.3348
432,17.403538,35.041245
433,-4.1195526,57.88409
434,-58.059845,1.8335776
435,52.6376,-55.193882
436,12.9453945,63.862823
437,-14.880537,53.48787
438,-58.59508,1.7400821
439,44.40651,25.945557
440,11.594157,-7.7005234
441,7.900118,5.0290446
442,16.824453,-17.661245
443,-23.795382,49.63164
444,-57.85041,1.7329056
445,-57.70279,1.109011
446,-31.410038,-23.658216
447,-39.19283,-43.058594
448,-17.923244,77.50531
449,17.76443,59.425076
450,-30.759148,56.499706
451,-11.404668,81.10772
452,-25.461191,-72.333954
453,-36.162407,55.342773
454,44.995613,-23.155396
455,14.535556,-27.663284
456,9.978911,-1.5279219
457,-31.223299,64.29514
458,29.25146,-47.967884
459,4.099771,-77.99006
460,-25.632694,6.3665895
461,51.755524,2.487566
462,-27.86105,-17.154318
463,21.824636,-77.33108
464,-13.140348,-66.126045
465,-34.233646,-27.545876
466,-14.826583,21.99522
467,11.789407,-73.229324
468,-29.320114,50.883835
469,22.747917,-56.640347
470,38.404007,0.12614144
471,-59.70691,1.306101
472,-50.837883,41.973812
473,-59.810696,1.2695596
474,-72.76421,-27.905703
475,-6.698077,69.8475
476,15.140521,42.113407
477,1.4785501,-56.30434
478,-58.384445,2.5415654
479,-21.268642,78.151695
480,-14.254791,68.2433
481,22.013657,-5.1464667
482,-6.509734,-20.408848
483,52.19283,-9.172847
484,-10.304959,68.20196
485,-16.124584,75.31918
486,37.444626,52.022003
487,-32.35852,69.2437
488,-82.65851,-9.668142
489,55.99247,21.766878
490,-52.014206,-45.765095
491,50.96182,-51.64915
492,16.102154,-84.30208
493,-21.11694,23.349672
494,-40.838818,48.46721
495,25.744692,68.37001
496,21.307669,-43.378548
497,45.85736,-34.14107
498,35.690567,37.154705
499,-59.81063,1.2696248
500,-16.346628,-27.821405
501,18.301922,36.296543
502,36.546127,-64.85539
503,-9.559749,-61.083008
504,15.771583,50.06676
505,13.346383,64.38723
506,-56.948044,0.9632151
507,11.2028885,30.015467
508,25.128946,-59.07153
509,-5.7989674,-28.21035
510,41.488007,39.637287
511,16.40207,55.76677
512,-28.893198,-19.21761
513,16.673534,29.974195
514,21.252407,68.68906
515,-27.385382,51.152344
516,-58.384407,2.5415065
517,10.550018,5.564999
518,10.862851,5.273476
519,46.293686,-21.254921
520,5.627158,-28.450932
521,28.127804,-33.097584
522,4.792219,-39.632538
523,17.75496,-40.708508
524,46.661964,-45.530277
525,15.454596,-26.482914
526,74.61778,-10.542061
527,55.28367,2.2600255
528,-29.770414,7.638951
529,23.010944,-67.01511
530,12.068593,-82.27558
531,-52.263706,55.407425
532,-23.663496,-71.92796
533,-10.733755,-86.72065
534,48.65373,-20.319504
535,44.351955,43.859676
536,-59.901623,1.1694262
537,28.10051,-52.362865
538,-27.936419,49.197475
539,-29.560093,75.56824
540,-8.035937,-37.361847
541,-75.362335,-26.17804
542,-37.124325,49.190712
543,-59.013584,2.927934
544,-6.198266,-89.13044
545,10.791287,5.6223793
546,3.5225346,-11.697168
547,2.4477942,-16.654797
548,-35.777546,58.770195
549,-6.835285,15.059823
550,-14.818108,-79.36506
551,-52.43256,52.73865
552,2.0074697,43.579212
553,-5.089086,16.857359
554,-20.626225,79.0376
555,-58.591396,2.788547
556,-59.194824,2.4441662
557,18.767408,-63.887814
558,-59.053566,2.890181
559,-28.688408,64.625206
560,52.159245,35.507027
561,46.703846,-13.960939
562,17.881027,30.685223
563,41.59632,-51.965836
564,-59.053566,2.890181
565,3.4051535,-23.322933
566,-30.824099,73.60153
567,32.684155,49.327015
568,7.1471763,37.788273
569,-25.03291,6.1882873
570,0.025706496,-20.543064
571,-13.550267,70.774895
572,-9.339533,-86.86342
573,1.6694036,-83.67605
574,5.291331,-69.74953
575,-55.0354,45.326736
576,-61.07996,-36.630768
577,0.16521108,-20.59575
578,-41.65826,-45.83864
579,9.834524,-2.2053823
580,-59.194824,2.4441671
581,21.594765,58.98349
582,-29.771276,7.639287
583,-43.99967,-47.097313
584,14.464459,12.438737
585,19.146467,9.958869
586,7.6776094,4.9807177
587,41.092636,38.509434
588,52.191254,-47.733704
589,58.335857,28.874722
590,-36.366207,-31.953196
591,52.2826,-29.51126
592,-58.141693,2.2182224
593,15.94248,-61.772205
594,42.495926,-42.001396
595,-0.19764128,10.364498
596,-49.645905,-43.681683
597,-33.80561,-35.450542
598,12.0988245,61.022125
599,50.94156,-42.744007
600,46.80648,-32.3868
601,3.4804134,53.093838
602,-17.681282,-27.531548
603,47.61267,-21.379004
604,41.38955,5.837508
605,28.622747,-68.88193
606,42.48149,25.368505
607,-14.916483,73.056595
608,42.559437,42.618393
609,-3.4732811,-34.351025
610,57.859707,-54.308315
611,-18.507448,-66.56934
612,4.066994,53.379097
613,-58.64835,-39.36652
614,6.8527937,-85.194405
615,-4.260577,4.2166133
616,12.45274,70.717636
617,4.8280663,78.512474
618,-0.08288977,46.103867
619,-4.228472,-81.80329
620,66.79683,-3.6207848
621,-13.940832,19.864086
622,10.201963,5.4884152
623,-13.578422,76.08037
624,-34.19223,9.046885
625,-4.322568,56.954063
626,1.2129364,-84.95317
627,64.16913,-13.536099
628,22.512148,-66.97125
629,7.584635,-39.246902
630,54.84563,26.757145
631,-79.063614,-23.350658
632,-5.6533203,-37.718365
633,26.855955,12.478351
634,-33.17398,4.786855
635,39.134453,30.526976
636,43.87554,-36.399986
637,34.7489,-61.190613
638,-0.40844324,-57.669113
639,-31.153137,23.672594
640,-84.556274,-15.213762
641,1.2922268,53.805183
642,-2.5400789,-57.985886
643,10.865102,-81.808495
644,-59.984646,-0.6357193
645,40.1116,-50.265972
646,35.28887,-44.817165
647,19.488516,37.369484
648,1.8755457,11.899056
649,16.973778,41.070797
650,5.094709,-34.792057
651,-60.74387,0.22789738
652,-21.119398,5.487845
653,6.212025,33.665054
654,31.314714,-56.856785
655,-4.8801436,-7.5412254
656,27.952522,6.5524273
657,-16.589167,24.513098
658,70.11085,-6.9784966
659,-58.622673,0.11546153
660,-3.5938625,-26.64022
661,-60.010056,-0.6331763
662,61.70544,-40.03919
663,56.457554,20.091702
664,54.957077,-10.907874
665,-6.6730127,71.93001
666,30.311394,-55.378754
667,12.778622,12.249964
668,7.4822845,56.430332
669,54.89471,2.366713
670,-15.445209,-63.66904
671,22.12904,-33.173084
672,-7.5341473,-19.960909
673,17.296406,-14.604815
674,33.573055,30.595203
675,64.76533,-12.577547
676,39.323647,0.64046276
677,-10.710951,73.22417
678,-58.01127,-0.49093315
679,29.805511,24.330143
680,-50.202885,49.500763
681,-11.467228,53.688416
682,7.1334653,-78.08702
683,-3.3591778,82.9055
684,31.984732,53.865322
685,-4.2186093,57.030556
686,-8.560153,-8.93703
687,34.38565,-4.2042594
688,-29.945517,73.64957
689,16.15444,-7.265855
690,62.884766,-1.1060148
691,10.436246,1.0357231
692,-36.624382,54.501823
693,9.082564,33.735596
694,53.358124,-18.774414
695,51.74336,-9.575365
696,-14.414045,-13.873166
697,-5.3570824,17.401804
698,-83.56407,-18.360224
699,10.560411,-36.71131
700,34.79222,50.90121
701,27.7523,30.488071
702,29.655272,-34.46307
703,-32.112507,-24.581507
704,15.757315,-38.08166
705,10.732749,-25.131395
706,21.54403,39.487602
707,-2.2106495,31.643314
708,6.202276,37.88044
709,-7.3534665,80.32013
710,-15.047839,-34.80917
711,27.19217,25.072607
712,17.471348,-63.15034
713,55.000484,-58.358036
714,14.7558975,72.699905
715,19.108877,-45.913162
716,-29.99245,-21.36526
717,16.102673,-25.960363
718,-9.44115,73.2606
719,43.48297,-44.425144
720,-59.434357,-0.59781533
721,-57.79744,0.282601
722,-11.972551,-36.84557
723,-2.5183394,-57.773376
724,-28.257948,6.9369636
725,29.66711,-34.50937
726,-58.02306,-0.42148355
727,-14.997182,-35.074413
728,-59.365444,0.47650728
729,-16.062548,-34.648777
730,-16.519154,65.716194
731,7.4247866,-71.97204
732,39.540108,-57.60094
733,47.808426,34.03293
734,33.801468,31.493008
735,-58.270397,-0.7001359
736,56.135662,2.021793
737,56.29942,-3.5891159
738,-18.503044,59.61117
739,-18.187065,-63.72062
740,-31.452099,23.687195
741,38.33605,26.78587
742,15.802103,41.60818
743,4.2020845,15.045669
744,22.9222,-67.3828
745,-1.0183015,53.466705
746,-9.115191,71.75964
747,-59.660423,-0.5498925
748,27.455742,-63.779324
749,-78.17704,-24.109488
750,10.685476,-36.54343
751,-13.552155,56.889812
752,43.45526,-38.70723
753,39.212215,-50.13277
754,-58.549934,-0.6180474
755,5.2106714,-34.606617
756,-3.6232176,50.75824
757,6.6991186,-39.903053
758,-12.829806,-33.294243
759,-2.6010976,83.626205
760,54.48863,-21.725668
761,46.222263,28.431946
762,-32.50914,62.182976
763,4.755058,-77.3723
764,-8.318422,-86.39146
765,44.542248,31.47467
766,-2.8053577,-81.045784
767,-6.1782136,14.372948
768,-8.132479,-86.99963
769,9.120099,42.88017
770,44.11897,28.977495
771,-72.63479,-27.978281
772,8.203815,41.906193
773,28.778143,-77.904755
774,-17.664507,17.791101
775,-58.883953,-0.6373395
776,16.323692,-26.211723
777,60.15397,-37.263416
778,55.41716,24.425028
779,23.782597,-5.3875437
780,24.326551,-68.73653
781,-66.12426,-32.2946
782,48.62265,-48.40742
783,-19.047016,-67.98174
784,-67.31325,-31.423443
785,46.663963,27.704697
786,-12.317004,61.000927
787,31.800175,49.3946
788,13.861687,27.186218
789,29.36672,-62.84407
790,38.419884,35.21255
791,44.765182,28.79941
792,-9.552844,-39.063084
793,58.336765,-24.847204
794,32.029934,-56.47713
795,-67.09886,-31.582182
796,-17.666206,-64.49083
797,-61.258526,-0.22768867
798,-2.4069045,-61.839462
799,-11.084131,-83.84725
800,62.98237,-46.01981
801,31.506939,-76.18181
802,18.998377,-18.502155
803,37.9284,36.708214
804,43.06357,-36.199814
805,12.050003,-59.37716
806,-0.17323059,46.67898
807,-49.659092,-18.471878
808,-11.000315,-38.21749
809,2.5025122,76.790596
810,-76.03024,-25.712933
811,48.65972,37.500065
812,-36.26651,55.565346
813,11.841157,-73.50039
814,11.025336,5.7294364
815,20.983189,37.174747
816,49.95131,-18.825457
817,36.56083,25.636332
818,-71.7982,-28.547045
819,29.78561,27.661476
820,25.864286,55.131496
821,-15.659786,24.879002
822,20.473297,59.10506
823,7.350215,37.644997
824,48.405003,-48.584156
825,37.750477,-0.4119416
826,17.831175,48.745296
827,25.062426,-30.009972
828,19.53077,51.3594
829,-77.007324,-25.01673
830,15.375809,-56.041916
831,12.718173,70.17214
832,35.29085,40.146587
833,-59.238647,-0.57803106
834,48.293125,-48.29125
835,-58.4173,-0.7126798
836,-51.607796,54.500553
837,65.287445,-9.752176
838,17.651905,-32.605156
839,-3.159457,-31.26207
840,-52.218033,55.801617
841,2.8948689,57.694046
842,11.708963,28.831692
843,36.838455,25.223326
844,-39.76649,50.152122
845,-47.38864,50.618866
846,-20.10975,-25.41321
847,15.472911,62.683014
848,-61.18898,-0.35718358
849,17.066797,-9.824933
850,-2.3576615,-74.347565
851,8.064119,40.121815
852,13.062715,-82.78796
853,-12.3090725,-39.43854
854,-3.2227328,-76.35002
855,-33.44351,23.697842
856,65.51283,-9.594559
857,18.543203,28.850456
858,-25.906885,-72.564735
859,-15.291982,24.976189
860,33.75386,-41.671627
861,73.37033,-9.631276
862,28.707188,24.429056
863,-60.260067,-0.6466544
864,29.363638,67.60961
865,9.879723,-5.0866632
866,-16.745237,-71.52007
867,61.24867,-39.265045
868,-3.1517467,81.54376
869,-25.285576,76.68256
870,0.28788078,31.067251
871,-61.561314,-16.650948
872,19.609072,29.804289
873,3.1147814,-22.17428
874,11.121399,-23.75925
875,34.45836,-4.340462
876,-9.670905,-85.00394
877,-58.292137,0.0351378
878,-37.004986,-35.123055
879,75.06083,-12.246123
880,4.4681187,80.091125
881,-60.859257,-0.6131444
882,-14.54591,65.92991
883,-19.854485,-70.608635
884,-9.32712,-9.230338
885,12.106129,-38.701927
886,53.135952,-54.799118
887,-5.297442,-28.783339
888,9.798121,-31.338543
889,43.45706,-24.359043
890,57.768208,-42.903435
891,28.551188,71.87819
892,56.531227,-47.924904
893,55.355473,24.668066
894,-69.61551,-29.868889
895,21.913847,-65.95621
896,-51.372807,50.741165
897,-45.318657,56.112793
898,-51.630806,55.140717
899,-14.464657,72.553314
900,-15.719836,17.379105
901,-64.49959,-33.567596
902,17.79033,-3.5177734
903,3.7452533,-84.40713
904,-77.607574,-24.563723
905,-7.8744903,-76.705025
906,29.82212,-54.953247
907,-9.96006,76.4128
908,-29.930464,-21.253105
909,-44.98186,-47.387657
910,-16.970583,17.139769
911,-25.065989,-72.033295
912,28.4868,-45.946796
913,32.09726,29.381678
914,-83.004616,-19.016441
915,-67.12954,-31.536812
916,-20.796385,23.412176
917,17.415388,-47.043503
918,-78.43149,-23.917616
919,-37.76758,10.090594
920,-28.800108,71.281784
921,-59.695366,0.0073661203
922,11.23967,-79.54051
923,41.029373,1.3502643
924,40.186657,20.242765
925,44.98646,35.54869
926,-71.79762,-28.519691
927,73.1513,-9.49174
928,-37.55082,57.685776
929,21.471498,7.1087503
930,8.512247,-9.19202
931,-3.7703705,-80.6779
932,10.024019,0.7954809
933,62.4878,-46.35804
934,-30.590576,49.69657
935,51.88592,-41.63742
936,2.4438314,60.555267
937,-33.103855,4.4956675
938,9.440443,5.334995
939,-78.66718,-25.132483
940,-8.501589,14.999486
941,14.164103,56.989536
942,-38.13189,-41.02862
943,-11.33784,55.403202
944,-59.957973,-0.14361478
945,70.36913,-8.805227
946,15.717858,-27.168938
947,17.824291,-14.534434
948,-1.826265,31.605993
949,47.033165,-7.7927485
950,53.27901,2.809474
951,15.922854,-51.93003
952,49.884495,-59.155376
953,56.3373,20.75814
954,4.3966994,39.157547
955,17.829718,-39.056717
956,0.4268605,-85.51054
957,-1.7734128,3.922869
958,-60.073917,-37.725277
959,28.318106,-31.565363
960,9.771036,71.35177
961,-0.28396735,-88.15757
962,-27.078402,64.1464
963,41.14225,49.705193
964,-59.010292,-0.58120805
965,-37.508797,-38.90554
966,-28.182062,23.42824
967,3.1646397,71.1742
968,9.079658,55.094597
969,-54.777855,45.194454
970,-59.461437,-0.6413421
971,9.578356,-31.361427
972,56.404213,-3.7560008
973,-57.84306,-0.101105586
974,41.513653,-42.68824
975,16.620266,-46.03777
976,-61.200386,-0.34818658
977,-18.70151,75.955475
978,-57.82208,0.14459012
979,15.0736685,-91.225555
980,15.511536,-4.2831903
981,-34.608948,-28.22646
982,-17.29989,-77.74195
983,-22.403036,54.275227
984,-10.662763,72.356674
985,-47.867516,43.221813
986,50.651733,-51.050083
987,42.52667,50.517616
988,18.952631,-7.558565
989,-18.717268,-11.43823
990,26.022205,13.039965
991,-61.515102,-16.273432
992,31.270554,49.86274
993,-58.223095,0.8649954
994,-3.8490636,61.83317
995,3.156023,-24.878113
996,65.664894,-3.3744345
997,33.374996,50.17237
998,52.32099,-10.517946
999,-72.2773,-28.225458
1000,-13.887011,56.36025
1001,-57.683086,0.6244236
1002,27.088467,66.29357
1003,-16.359236,58.965046
1004,-11.990495,-36.71131
1005,-47.54739,56.519344
1006,-4.3936563,-21.864082
1007,67.96164,-11.950297
1008,-40.84854,10.673405
1009,-5.583837,-7.712467
1010,45.50118,26.722244
1011,-12.933646,-32.4657
1012,-31.581747,-23.90604
1013,-83.07395,-10.190399
1014,53.9021,-46.66151
1015,2.98898,12.156382
1016,-16.723051,76.393486
1017,-83.30176,-18.639507
1018,-49.145844,44.00192
1019,-17.079685,-11.354699
1020,-12.804079,-10.480626
1021,29.446173,68.05098
1022,44.065674,2.3865354
1023,20.344028,-31.363253
1024,-39.32771,10.445925
1025,10.09283,-70.429695
1026,-1.4071176,28.937607
1027,-7.928921,-77.8314
1028,-5.87371,15.5916605
1029,-11.967495,-65.864685
1030,63.99209,-1.8319
1031,-3.287311,82.43141
1032,29.310776,-42.385067
1033,14.635891,-27.621145
1034,-16.596878,58.717896
1035,46.6736,-40.25214
1036,-11.350181,-68.73782
1037,46.35561,-6.0843277
1038,50.499657,-18.786736
1039,37.10739,45.669933
1040,44.74794,47.826588
1041,-13.027614,67.94119
1042,12.085315,48.432503
1043,-14.548441,-65.45142
1044,-21.275784,71.19171
1045,6.9331326,-72.47618
1046,-10.990858,73.16145
1047,7.3370557,36.821735
1048,-14.740064,68.81516
1049,-84.591965,-14.821198
1050,-5.2462296,-26.907469
1051,22.954601,-55.13545
1052,36.863045,-44.68299
1053,-2.4855986,6.1076193
