	ABCC3	ABCC4	ABI3	ABTB1	ACAT2	ACYP1	ADAM12	ADAM19	ADAMTS2	ADAMTSL2	AEBP1	AGER	AGFG2	AGT	AIF1L	AIM1	AKAP12	AKNA	AKR1B1	ALDH1A3	ALDH7A1	AMIGO2	AMOTL1	ANGPTL2	ANGPTL4	ANKRD22	ANKRD50	ANLN	ANXA6	APCDD1	APOBEC3C	APOBEC3D	APOD	APOL3	AQP9	ARHGAP25	ARHGAP9	ARHGDIB	ARHGEF17	ARL4C	ARMCX3	ASPN	AXIN2	AXL	AZIN1	B3GNT2	B3GNT7	BACE2	BAMBI	BATF2	BCL2A1	BCL2L1	BGN	BHLHE41	BMF	BMP2	BMP4	BOLA1	BTN3A1	BTN3A3	BUB1B	C1QA	C1QC	C1QTNF3	C1R	C1S	C2	C3	C5AR1	CA2	CALD1	CALU	CAMK2N1	CARD11	CAV1	CBR3	CCDC80	CCL13	CCL24	CCL4	CCL5	CCNB1	CCNB2	CCND2	CCR7	CD2	CD248	CD27	CD274	CD37	CD3D	CD3E	CD4	CD40	CD48	CD5	CD52	CD53	CD59	CD6	CD69	CD7	CD74	CD79A	CD83	CD84	CD8A	CD8B	CDA	CDCA7L	CDH2	CDK1	CDK18	CDR2L	CERCAM	CFD	CH25H	CHN1	CHPF	CHPT1	CHRDL1	CHST14	CIITA	CKB	CLDN7	CLIC4	CMKLR1	CMTM8	CNN3	COL11A1	COL12A1	COL14A1	COL16A1	COL18A1	COL1A1	COL1A2	COL3A1	COL4A1	COL4A2	COL5A1	COL5A2	COL6A1	COL6A2	COL6A3	COL7A1	COL8A1	COL9A3	COLEC12	COMP	COPZ2	CORO1A	COX7A1	CP	CPLX1	CPNE5	CPNE8	CPXM1	CRAT	CRISPLD2	CRYZ	CSF2RB	CSPG4	CSRP2	CST7	CTDSPL	CTGF	CTHRC1	CTSC	CTSF	CTSK	CTSW	CXCL1	CXCL10	CXCL14	CXCL9	CXCR3	CXCR4	CYBB	CYBRD1	CYFIP2	CYP26B1	CYR61	DACT1	DCBLD2	DCN	DEF6	DENND1C	DENND2D	DEPDC1B	DHRS2	DHRS3	DHTKD1	DHX58	DIO2	DIP2C	DKK1	DKK3	DLC1	DNALI1	DNM1	DOCK8	DOK3	DPYSL2	DTX1	DYSF	DZIP1	EBI3	EBPL	ECM1	EDIL3	EDN1	EDNRA	EDNRB	EFEMP1	EFEMP2	ELMO1	ELN	ELOVL5	EMP2	ENAH	ENC1	EPB41L2	EPDR1	EPHB6	EPS8	ERRFI1	ETV7	F13A1	FAM114A1	FAM20A	FAM43A	FAM64A	FAP	FAT1	FBLN1	FBLN2	FBN1	FBP1	FBXO17	FBXO27	FCER1A	FCER1G	FERMT1	FERMT2	FGD3	FHL1	FHL2	FHOD3	FILIP1L	FJX1	FKBP10	FKBP4	FKBP9	FLT1	FMNL3	FN1	FNDC1	FOXQ1	FPR3	FRMD6	FSCN1	FUCA1	FYB	FZD2	FZD6	FZD7	GALNT2	GAS1	GATM	GBE1	GBP4	GBP5	GCH1	GFPT1	GFPT2	GGT5	GIMAP4	GIMAP7	GIMAP8	GJA1	GLIS2	GM2A	GNG11	GNG12	GNLY	GOLGA8A	GOLM1	GPC4	GPM6B	GPR68	GPRC5A	GPX3	GULP1	GXYLT2	GZMA	GZMB	GZMH	GZMK	GZMM	HADH	HAPLN3	HAS2	HBEGF	HCLS1	HCP5	HCST	HEYL	HMGCS1	HN1	HSD11B1	HSPH1	ID1	ID3	IDO1	IER2	IER3	IFIT2	IFIT3	IGFBP2	IGFBP3	IGFBP4	IGFBP5	IGFBP6	IGFBP7	IL10RA	IL13RA2	IL15RA	IL18BP	IL1B	IL1R1	IL1RN	IL2RB	IL2RG	INHBA	INHBB	INPP5D	IRF1	IRF8	IRF9	ISLR	ITGA1	ITGA11	ITGA2	ITGA3	ITGAL	ITGAM	ITGAV	ITGB2	ITGB5	ITGB8	ITM2C	JAG2	JAM3	KCNE4	KCNS3	KCTD3	KDELC1	KDELR3	KDM1B	KHDRBS3	KIAA0101	KIAA0907	KIF11	KIF20A	KIF23	KIFC1	KIRREL	KLF13	KLRB1	KRCC1	KRT18	LAIR1	LAMA2	LAMB1	LAMB2	LAMB3	LAMC1	LAPTM4B	LAPTM5	LARP6	LBH	LCK	LCN2	LCP1	LCP2	LFNG	LGALS1	LGALS2	LGALS9	LGR4	LHFP	LIF	LILRB1	LIMA1	LIMK1	LMCD1	LMNA	LNX2	LOX	LOXL1	LOXL2	LPAR5	LRRC25	LTBP1	LTBP4	LUM	LY86	LYN	LYPLA1	LYZ	MAD2L1	MAGED1	MAOA	MAP1A	MAP1B	MAPK13	MATK	MBNL2	MBOAT2	MCAM	MDK	METTL7B	MFAP2	MFAP4	MFGE8	MID1	MINK1	MLLT11	MLLT6	MMP1	MMP11	MMP2	MMP28	MMP7	MOCOS	MPEG1	MPST	MRC1	MRC2	MRGPRF	MRPL15	MRPL24	MS4A6A	MSR1	MT1F	MT1G	MT1H	MX1	MXRA5	MYH10	MYL9	MYO1F	NAT14	NBEAL2	NBL1	NCF4	NDFIP2	NDN	NET1	NID1	NKD2	NKG7	NLRC5	NLRP1	NME4	NNMT	NNT	NOTCH3	NR2F2	NUAK1	OAF	ODC1	OLFML2A	OLFML2B	OLFML3	OLR1	OXR1	P2RY13	P4HA1	P4HA2	PACSIN3	PALLD	PAM	PARM1	PARP12	PARP3	PARVG	PCOLCE	PDE7A	PDGFC	PDPN	PFDN2	PFKM	PFN2	PGM1	PGRMC1	PHGDH	PHLDA1	PHLDA2	PHYH	PIK3CD	PIK3IP1	PIM1	PIM2	PITPNM1	PKD2	PKIG	PLA2G2A	PLA2G4A	PLAT	PLAU	PLCB2	PLEK	PLEKHA5	PLEKHO2	PLOD1	PLOD2	PLS3	PLTP	PLXNC1	PMEPA1	PON2	POSTN	POU2AF1	PPFIBP1	PPIC	PPM1M	PPP1R14A	PPP1R16B	PRAME	PRDM1	PREX1	PRF1	PRKAB2	PRKCB	PRKCDBP	PRSS23	PSME1	PSTPIP1	PTGDS	PTGFRN	PTGIS	PTK2B	PTN	PTPRC	PTPRN2	PTPRS	PTRF	PXDN	QPRT	RAB20	RAB3IL1	RAC2	RAMP1	RAPGEF1	RARRES2	RARRES3	RASSF2	RASSF5	RCBTB2	RCN3	RDH10	RHBDF2	RHOBTB1	RND3	ROBO1	RRM2	RRS1	RSAD2	RUNDC3A	RUNX3	S100A1	S100A13	S100A16	S100A3	S100A4	S100A8	S100A9	SAMD9	SASH3	SBF1	SCAMP5	SCRN1	SEC23A	SEPP1	SEPT11	SERPINB9	SERPINE2	SERPINF1	SERPINH1	SERTAD4	SFN	SFRP1	SFRP2	SGCB	SGCE	SH2D3C	SH3BGR	SH3BP4	SH3RF3	SHISA2	SIRPG	SIT1	SKAP1	SLA	SLAMF6	SLAMF7	SLC15A3	SLC16A4	SLC1A3	SLC1A4	SLC24A3	SLC37A1	SLC39A10	SLC39A8	SLC4A7	SLC9A9	SLIT2	SLIT3	SMAP2	SMARCA1	SMO	SMOC2	SNAI2	SNHG10	SNX7	SOSTDC1	SOX18	SPARC	SPARCL1	SPOCK1	SPOCK2	SPON1	SPP1	SQLE	SRGN	SRPX	ST5	ST6GALNAC2	STC1	STEAP1	STRA6	SULF1	SUN2	SVIL	SYK	SYT17	TAGAP	TAGLN	TAPBP	TCF4	TCF7	TFAP2C	TFPI	TFPI2	TGFB1	TGFB1I1	TGFBI	THBS2	THY1	TIMP1	TIMP2	TIMP3	TJP1	TLE1	TMC8	TMEM119	TMEM14A	TMEM158	TMEM2	TMEM45A	TMEM98	TNC	TNFRSF10A	TNFRSF11B	TNFRSF1B	TNFRSF25	TNFRSF4	TNIK	TPM1	TPM2	TPST1	TRAF1	TRAM2	TRANK1	TRIB2	TRIM69	TRIP13	TSPAN18	TSPAN4	TSPAN5	TUBA1A	TUBA4A	TUSC3	TWIST1	UAP1	UBE2C	UBR5	UGDH	UPP1	UST	VASH1	VAV1	VCAN	VCL	VLDLR	VOPP1	VSIG4	VWF	WBSCR27	WDR54	WNT5A	WNT7B	WWTR1	YAP1	YPEL3	ZAP70	ZBTB10	ZCCHC24	ZEB1	ZNF185	ZNF703	ZNFX1	V1	V2
0	190.0875	1264.723	214.5773	393.586	566.2332	187.7551	354.519	454.2274	185.4227	55.9767	3905.5394	66.4723	275.8017	42.5656	74.6356	1797.6676	1111.3703	829.7376	1967.93	1490.9446	114.2857	1082.1516	685.1312	751.0204	1612.2449	176.0933	4305.5394	808.1633	1565.0146	511.9534	907.2886	236.7347	469.9708	1665.3061	39.6501	191.8367	363.2653	4254.8105	500.2915	1018.6589	2132.9446	346.3557	177.2595	615.7434	6363.8484	780.1749	170.8455	1009.9125	2048.9796	763.2653	72.8863	3132.9446	4949.8542	2562.0991	733.5277	5362.0991	151.0204	409.3294	2089.2128	1648.3965	574.7347	3530.6122	2822.1574	114.8688	9830.3207	9358.6006	7965.2886	6151.6035	304.3732	103.20700000000001	4499.1254	3347.5219	2956.2682	2423.9067	773.1778	173.1778	1152.1866	64.1399	1.7493	239.6501	1793.0029	928.863	797.6676	614.5773	173.7609	520.6997	379.5918	294.2216	84.5481	492.7114	252.4781	700.2915	1157.4344	2143.4402	336.4431	224.4898	538.7755	876.3848	4903.207	323.6152	531.1953	480.4665	58725.3644	247.2303	441.3994	104.3732	718.9504	197.6676	19.242	60.9563	151.0204	801.1662	837.9009	225.65599999999998	497.3761	186.0058	113.1195	118.9504	1590.6706	1110.7872	143.4402	500.2915	530.6122	983.0904	4889.7959	2362.0991	190.6706	160.3499	1927.6968	79.3003	1662.9738	479.3003	1284.5481	1319.5335	47092.7114	30009.9125	38684.5481	4907.2886	5665.3061	4688.6297	2790.6706	6574.344	9980.758	10788.9213	2447.8134	351.0204	8.7464	267.6385	646.0641	85.7143	1313.1195	61.8076	1766.6297	20.4082	70.5539	243.7318	282.7988	913.7026	1003.4985	265.2595	264.1399	296.2099	1065.8892	198.2507	974.3439999999999	4160.9329	896.793	3874.0525	588.3382	1637.3178	163.2653	1746.3557	3019.242	1418.6589	3394.1691	113.7026	1345.7726	966.1808	1086.8805	635.5685	16.9096	5539.9417	166.1808	558.0175	7683.3819	925.3644	309.621	641.9825	114.2857	52762.6822	2778.4257	1090.379	482.2157	507.2886	493.2945	186.5889	653.6443	261.8076	25.0729	44.3149	1179.5918	102.0408	553.3528	27.9883	257.7259	474.0525	38.484	1041.9825	191.8367	39.6501	261.2245	152.7697	226.2391	600.0	553.9359	472.3032	1108.4548	3433.8192	1907.2886	1580.1749	973.6851	772.5948	118.9504	2840.2332	2221.5743	1276.3848	846.0641	786.5889	606.9971	107.8717	88.0466	166.7638	229.7376	3698.5423	8741.690999999999	362.6822	1018.6589	1646.0641	69.3878	170.8455	15.7434	556.8513	2006.414	698.5423	558.6006	674.6356	5123.0321	179.0087	903.7901	40.2332	998.8338	6704.3732	1447.2303	504.3732	551.8776	22903.7901	279.3003	12194.7522	369.6793	1682.7988	1707.8717	1419.2420000000002	779.0087	191.8367	2117.2012	616.9096	1707.8717	212.2449	454.8105	436.7347	2446.0641	2530.6122	733.5277	2931.7784	125.3644	239.0671	374.344	206.41400000000002	296.2099	3945.7726	320.1166	5034.4023	216.3265	1352.7697	206.9971	2869.9708	1527.277	356.8513	20.4082	121.8659	1279.3003	1008.7464	102.0408	36.7347	290.9621	517.2012	201.7493	130.0292	47.2303	1767.93	1497.9592	1325.656	748.105	1038.484	4451.895	170.2624	125.3644	2696.2099	2581.3411	66.4723	11995.3353	26341.1079	3361.5159999999996	5977.8426	5170.8455	2374.344	400.5831	1800.0	297.3761	50497.9592	5448.9796	4472.8863	87.4636	4146.9388	577.8426	3.4985	602.3324	607.102	517.2012	859.4752	3503.7901	721.2828	1020.4082	209.9125	46.0641	717.2012	6886.3848	348.68800000000005	3583.9009	1314.2857	491.8017	486.8805	352.7697	3604.0816	790.0875	232.07	2139.9417	1944.6064	1046.0641	298.5423	5134.6939	159.7668	338.7755	114.2857	413.4111	1005.8309	184.8397	404.6647	501.4577	53.6443	578.4257	2489.7959	645.481	568.5131	655.3936	496.793	84.5481	712.5364	68.8047	258.8921	5270.9563	360.9329	295.0437	5316.6181	1392.4198	7749.8542	8986.5889	3304.9563	3406.9971	191.8367	3827.9883	460.0583	708.4548	6062.3907	526.5306	159.1837	2152.1866	17.4927	2775.5102	460.0583	356.2682	373.7609	105.5394	3773.7609	714.8688	440.2332	7006.414000000001	1356.2682	244.3149	462.3907	531.6443	103.20700000000001	99.1254	2202.9155	893.8776	6732.3615	97.9592	436.7347	2001.1662	8539.3586	653.0612	5290.379	10163.8484	216.3265	478.7172	1538.1924	38.484	1752.7697	315.4519	913.7026	10170.2624	348.68800000000005	540.5248	2177.2595	891.5452	1798.2507	3786.7697	328.86300000000006	2401.7493	316.035	3276.9679	7363.8484	637.9009	1232.6531	1562.0991	481.6327	1005.2478	428.5714	931.1953	285.7143	829.1545	1468.2216	645.481	479.3003	66.4723	84.5481	8.7464	3866.4723	1493.2945	813.4111	5490.379	489.2128	127.6968	1635.5685	2946.3557	275.8017	2325.3644	211.6618	3012.828	1747.2595	155.6851	432.07	2183.6735	585.4227	956.2682	570.8455	1422.7405	10215.7434	389.5044	970.8455	583.0904	660.0583	311.3703	269.3878	530.6122	235.5685	991.2536	34.9854	3258.309	608.7464	502.0408	3938.1516	1568.5131	256.5598	1954.519	598.8338	386.5889	593.5569	806.9971	344.0233	487.4636	2146.3557	1050.1458	3118.3673	748.688	4496.2099	1220.9913	1626.8222	485.7143	927.6968	363.2653	1669.9708	11394.1691	895.0437	1551.0204	566.7638	682.7988	6662.9738	512.5364	10738.7755	1718.898	293.8776	493.8776	1234.9854	673.4694	1690.9621	1776.0933	3101.4577	12801.7493	161.516	1384.2566	762.0991	4670.5539	183.0904	942.2741	2074.0525	331.1953	116.035	205.8309	56.5598	910.2041	985.4227	530.6122	918.3673	174.9271	270.5539	773.6618	7047.8134	153.3528	730.0292	3394.1691	1000.0	1018.0758	728.2799	1331.7784	33.8192	170.8455	2165.5977	843.7318	79.3003	490.9621	151.6035	1263.5569	166.1808	1692.1283	700.2915	1168.5131	571.4286	744.0233	257.1429	809.3294	1130.6122	942.8571	125.9475	1556.8513	1117.7843	1109.0379	1163.2653	668.2216	11.0787	331.1953	37.9009	819.242	5078.7172	20.4082	976.6764	1031.4869	19081.6327	627.9883	373.7609	1598.8338	266.4723	644.3149	1355.102	20474.0525	2210.4956	445.481	246.6472	1298.5423	11679.8834	18.0758	3920.1166	189.5044	955.6851	451.31199999999995	219.24200000000002	135.8601	56.5598	537.0262	83.3819	91.5452	99.7085	66.4723	144.6064	363.8484	152.1866	963.2653	965.5977	25.0729	163.8484	377.8426	191.8367	448.3965	293.2945	251.312	855.3936	164.4315	134.6939	265.8892	916.6181	1617.4927	611.0787	983.0904	1070.5539	143.4402	473.4694	5.2478	97.9592	17097.9592	2584.8397	585.4227	952.1866	661.2245	1496.793	2654.2274	1785.4227	173.7609	553.3528	41.3994	276.3848	200.0	210.4956	1782.5073	3464.1399	1810.4723	629.1545	367.3469	250.1458	10358.0875	9387.7551	780.1749	188.9213	881.6327	165.0146	155.6851	1461.2245	517.2012	2537.6093	2480.4665	1466.4723	8553.3528	3833.8192	3478.1341	1902.0408	841.9825	469.3878	455.9767	1105.5394	176.6764	1290.379	270.5539	1639.0671	790.0875	161.516	71.137	1181.9242	249.5627	109.0379	194.1691	3155.9125	4225.656	543.4402	521.2828	744.0233	960.9329	1468.8047	37.9009	369.6793	215.7434	325.9475	36.1516	1720.2216	462.9738	916.6181	104.9563	1503.207	2225.0729	3603.4985	1773.1778	866.4723	105.5394	265.9942	190.0875	3989.5044	2766.7638	234.4023	853.6443	385.4227	2046.0641	26.2391	240.2332	2265.3061	3112.5364	533.9942	3090.3790000000004	1323.0321	334.1108	1101.4577	398.8338	493.2653	1085.7143	429.7376	3046.0641	678	1
1	2401.5814	404.0782	62.8381	207.2409	838.5809	189.3467	35.3725	55.7636	34.5402	242.1973	519.7669999999999	49.9376	449.8543	73.2418	124.4278	2138.1606	687.0578	363.712	5776.5293	1464.2779999999998	1713.2751	4285.0437	1012.0682	146.0674	1061.5897	385.3392	485.2268	1501.8727	270.0791	275.0728	992.9255	210.15400000000002	142.3221	198.918	12.0682	41.6146	25.8011	2964.2114	545.1519	415.3142	1195.1727	7.0745	55.7636	272.9921	4310.4453	534.3321	44.9438	674.1573	3534.3321	47.0246	5.8261	3970.8697	1055.3475	2551.8102	211.4024	210.5701	69.0803	304.2031	433.2085	141.4898	890.6492	215.1477	151.8935	78.6517	910.1124	749.9501	79.0678	536.8290000000001	89.8876	241.7811	1080.7324	2875.5722	9528.9222	1454.0158	908.0316	98.2106	174.7815	2.4969	0.0	9.1552	33.7079	2879.3175	1033.2917	115.2726	1134.8315	11.235999999999999	209.3217	22.5593	5.4099	39.5339	3.7453	22.4719	111.1111	129.0054	20.3912	13.7328	30.7948	79.0678	6642.9463	369.9542	23.7203	25.3849	2124.8439	32.8756	260.9238	3.3292	17.8943	1.2484	25.3849	6.2297	2.0807	1453.1835	635.8718	1446.9413	543.9035	344.9854	39.5339	65.335	1598.0025	576.9372	13.3167	386.1839	18.3104	1521.8477	4563.4623	1111.1111	23.3042	344.9854	2738.66	6.2422	3801.9143	296.7124	446.5252	936.3296	5917.1868	3791.5106	4650.8531	5823.5539	5404.4944	755.3059	565.9592	1538.4935	2195.1727	2425.3017	649.1885	64.9189	234.2905	14.5651	4.1615	49.1053	1092.3845	27.4657	10.8032	42.0308	29.1303	49.5214	54.5152	3384.9355	818.5601	649.1344	69.4965	315.0229	423.6371	20.8073	1524.3446	865.1685	47.4407	3943.8202	617.9775	193.5081	173.9492	4.1615	5.4099	99.8752	8.3229	2.9130000000000003	303.7869	25.8011	198.5019	905.5347	7.9068	1508.531	50.7699	31.211	1374.1157	660.8406	135.2476	1037.4532	315.0229	71435.2892	1152.7258	1067.4157	276.3213	17.8943	406.159	330.0042	344.1531	612.9838	7.4906	87.3908	236.7873	32.0433	298.7932	12.9005	289.2218	103.2043	7.4906	905.5347	188.0982	70.3288	124.4278	98.2106	663.3375	181.0237	438.2022	112.3596	431.5439	2655.0146	9706.6167	3411.1527	1990.1082	211.4024	19.1427	936.3296	2067.4157	7315.0229	305.0354	168.1232	465.2518	21.6396	121.9309	565.1269	20.8073	4851.4357	22156.0549	1042.4469	248.8556	3096.546	8.7391	787.3491	3.3292	56.5959	1752.3928	187.6821	583.8535	163.1294	1690.3870000000002	449.0221	206.8248	361.6313	481.4815	6743.6538	2093.633	1601.3317	465.7678	1918.8514	2.9130000000000003	3285.8926	29.5464	1059.0928	3782.7715	2309.1968	14.149000000000001	64.5027	1928.4228	281.7312	2459.8419	37.8693	2666.6667	314.1906	243.8618	6.2422	159.3841	2320.0166	94.4653	207.6571	154.3903	52.0183	114.8564	1234.7066	311.2776	1934.2489	171.4524	1165.2102	2.9130000000000003	1982.5218	1294.2156	317.5198	25.3849	61.5897	957.5531	426.5501	10.8198	4.5776	2.9130000000000003	11.6521	2.4969	4.1615	0.8323	1637.9526	34.5402	306.65	461.9226	414.898	62.422	8.3229	374.94800000000004	1874.3238	2225.5514	10.8198	5275.0728	7555.1394	1178.943	11.235999999999999	2855.1809999999996	1686.6417	40.7824	56.5959	661.2568	19919.6837	13438.2022	877.6529	66.5834	1786.1007	44.5277	32.0433	87.8069	131.9559	240.9488	1406.9913	644.1948	38.7016	31.211	18.7266	112.3596	235.1228	266.7208	14.149000000000001	246.2131	45.7761	267.2701	24.9688	462.7549	5803.5789	14.5651	19.975	1866.8331	82.8132	1075.7387	161.881	2501.4565	417.3949	138.1606	56.5959	152.3096	1403.6621	91.9684	127.3408	522.2638	11.235999999999999	492.7174	1657.0953	963.3791	943.8202	974.1989	829.7961	53.6829	222.6384	6.6583	452.7674	20354.5485	27.8818	238.0108	6474.406999999999	1309.1968	4203.9118	2670.4120000000003	2303.7869	371.2027	61.1735	312.526	33.7079	52.8506	184.769	42.4469	161.4648	759.0512	0.8323	257.5947	942.9879	152.3096	439.4507	2.4969	3242.6134	1005.8261	308.7807	24108.6142	488.9721	51.18600000000001	880.1373	307.474	286.7249	6.6583	445.6929	841.4482	1104.0366	9.5714	544.3196	4022.4719	236.3712	900.1248	2903.0379	5281.7312	62.0058	263.0046	2427.3824	7.9068	1453.1835	36.2047	1336.2464	10783.1877	84.4777	310.0291	531.4191	330.0042	1063.0628	4373.8868	145.2351	2548.4811	50.3537	274.2405	2989.5963	1099.4589999999998	0.8323	601.3317	32.4594	1208.4894	63.6704	663.7536	58.2605	1758.2189	1403.2459	42.0308	37.8693	9.1552	0.8323	0.0	799.8335	1663.7536	4323.762	1183.5206	52.8506	114.0241	1792.3429	2371.6896	83.2293	2648.7724	319.1844	3860.1748	1085.8302	13.3167	2.9130000000000003	181.856	355.3891	1876.4045	250.104	611.7353	8412.8173	1575.1144	191.8435	458.1773	1352.0599	460.25800000000004	38.2855	58.6767	73.6579	1309.613	1.2484	840.1998	292.9671	1458.1773	1296.2963	307.1161	1356.6375	552.6425	470.2455	26.6334	193.0836	581.3566	33.2917	238.8681	3167.2909	814.3987	3352.0599	616.7291	2353.3084	2561.3816	2373.6995	1523.9284	666.6667	72.4095	1553.0587	4815.6471	200.5826	1528.506	431.1278	1065.335	52.4345	188.9305	7419.8918	3784.6608	48.6891	25.8011	945.0687	380.3579	3431.1278	445.2767	4159.8002	4796.5044	9.5714	276.3213	660.0083	116.1049	32.8756	760.7158	1013.7328	105.2851	28.7141	47.0246	9.9875	391.1777	823.5539	15.8136	415.3142	34.9563	43.2792	782.5177	2677.0703	9.1552	136.0799	2862.2555	154.3903	353.7245	2110.695	90.7199	8.8972	1369.5381	1632.9588	503.9534	840.1998	548.0649	15.3974	399.0845	37.8693	1362.4636	206.8248	30.3787	1218.8931	934.2489	178.5268	131.5023	1049.5214	667.4989999999999	82.397	1209.7378	87.3908	2013.7328	1334.9979	9.9875	42.0308	34.9563	35.3725	516.0216	4055.3475	7.0745	1750.7283	189.7628	976.6958	129.4216	22.8881	1024.5526	619.6421	570.953	527.2576	397.4906	3431.5439	255.0978	281.315	424.8856	5421.1402	9.9875	4683.891	60.7574	61.1735	69.4965	40.7824	141.906	34.9563	261.34	54.5152	966.2921	1.2484	1.2484	57.0121	61.5897	7.0745	14.149000000000001	147.732	21.6396	1233.4582	169.3716	7.0745	1181.856	744.4861	153.9742	829.3799	36.2047	6.2422	656.263	1271.7437	1523.5123	13.3167	107.3658	351.2276	170.2039	679.1511	11.235999999999999	158.1357	7706.2006	2013.7328	7.0745	153.5581	187.2659	47.8568	2191.8435	494.7982	100.7074	802.7466	158.5518	1299.6255	267.9983	6.6583	33.7079	6922.1806	1723.7828	466.0841	292.9671	15.8136	1000.5368	3684.1448	450.6866	145.2351	671.6604	133.9992	53.6829	980.8573	104.0366	682.4802	384.5194	409.9043	1645.4432	676.238	8012.9005	1667.0828	923.0129	71.161	132.3346	357.0537	59.9251	7572.2014	45.36	283.3958	609.2385	131.5023	30.3787	1043.6954	346.2339	14.149000000000001	96.9621	1444.769	446.9413	181.0237	85.7262	507.2826	393.2584	159.3841	14.149000000000001	702.8714	69.4965	138.5768	44.9438	1063.3749	545.568	1660.4245	22.8881	678.3188	2197.6696	2712.4428	988.3479	503.1211	702.4553	181.9018	21.6396	327.0911	6084.0616	49.1053	427.7986	41.6146	1259.6754	60.7574	289.638	1009.5714	1903.454	219.6504	3119.8502	1564.7108	7.9068	745.3184	165.6263	180.6076	1242.1973	161.0487	1183.9367	364	0
